path,loc,username
js/node_modules/pump/LICENSE,21,phaalonso
js/node_modules/semver/LICENSE,15,phaalonso
js/node_modules/semver/bin/semver,160,phaalonso
js/node_modules/serialport/LICENSE,21,phaalonso
js/node_modules/string_decoder/LICENSE,48,phaalonso
js/node_modules/wrappy/LICENSE,15,phaalonso
jshintrc,174,phaalonso
json,202760,phaalonso
layout,20,phaalonso
lcl,24501,phaalonso
lock,4756,phaalonso
login,1,phaalonso
lua,2288,phaalonso
map,875,phaalonso
markdown,1266,phaalonso
md,63027,phaalonso
md~,140,phaalonso
mjs,259,phaalonso
mod,3,phaalonso
mvnw,286,phaalonso
node,0,phaalonso
npmignore,290,phaalonso
nycrc,13,phaalonso
o,0,phaalonso
out,0,phaalonso
patch,2131,phaalonso
pdf,0,phaalonso
png,40,phaalonso
prefs,15,phaalonso
project,34,phaalonso
properties,1100,phaalonso
py,1058,phaalonso
pyc,0,phaalonso
realpath/LICENSE,43,phaalonso
requirements,1,phaalonso
rs,21,phaalonso
scss,11085,phaalonso
sh,29,phaalonso
sql,7,phaalonso
svg,10,phaalonso
tar,0,phaalonso
tarefa,1,phaalonso
tarefa_1/builded,0,phaalonso
tarefa_2/builded,0,phaalonso
tarefa_esfera/builded,0,phaalonso
tarefa_espiral/builded,0,phaalonso
tarefa_mouse_click/builded,0,phaalonso
tarefa_pespectiva_circulo/builded,0,phaalonso
tarefa_visualizacao,1,phaalonso
tarefas_primitivas/builded,0,phaalonso
tesselignore,25,phaalonso
teste_z_buffer/builded,0,phaalonso
toml,5,phaalonso
ts,168550,phaalonso
txt,2224,phaalonso
vim,751,phaalonso
xhtml,1849,phaalonso
xml,2324,phaalonso
yml,1358,phaalonso
zip,0,phaalonso
zshrc,2,phaalonso
js,75,allandiego
CNAME,1,fernandod1
LICENSE,146,fernandod1
_redirects,2,fernandod1
artisan,53,fernandod1
blog/CNAME,1,fernandod1
config,28,fernandod1
css,14700,fernandod1
csv,6,fernandod1
editorconfig,18,fernandod1
eot,0,fernandod1
example,2,fernandod1
gif,0,fernandod1
gitattributes,5,fernandod1
gitignore,48,fernandod1
htaccess,21,fernandod1
html,10460,fernandod1
ico,0,fernandod1
jpg,0,fernandod1
js,703,fernandod1
json,7049,fernandod1
lock,199,fernandod1
map,1,fernandod1
md,312,fernandod1
otf,0,fernandod1
pdf,0,fernandod1
php,5629,fernandod1
png,0,fernandod1
py,179,fernandod1
scss,27,fernandod1
sql,893,fernandod1
svg,14767,fernandod1
ttf,0,fernandod1
txt,70,fernandod1
webmanifest,19,fernandod1
woff,0,fernandod1
woff2,0,fernandod1
xml,1376,fernandod1
yml,14,fernandod1
7z,0,leonelNoguera
DS_Store,0,leonelNoguera
GIF,0,leonelNoguera
LICENSE,695,leonelNoguera
Procfile,3,leonelNoguera
TP_1_Cascara/TP_1_Cascara/bin/Debug/TP_1_Cascara,0,leonelNoguera
TP_1_Cascara/bin/Debug/TP_1_Cascara,0,leonelNoguera
TP_2_Cascara/bin/Debug/TP_2_Cascara,0,leonelNoguera
TP_3_Cascara/bin/Debug/TP_3_Cascara,0,leonelNoguera
TP_4/arraylist/examples/example_4/src/bin/Debug/utest,0,leonelNoguera
TXT,64,leonelNoguera
a,0,leonelNoguera
bin,0,leonelNoguera
c,6613,leonelNoguera
cbp,665,leonelNoguera
cdg,222,leonelNoguera
class,0,leonelNoguera
cpp,73,leonelNoguera
css,10280,leonelNoguera
csv,1,leonelNoguera
depend,375,leonelNoguera
ejs,122,leonelNoguera
eot,0,leonelNoguera
examenFinal/bin/Debug/examenFinal,0,leonelNoguera
examenFinal/src/bin/Debug/examenFinal,0,leonelNoguera
exe,0,leonelNoguera
form,330,leonelNoguera
gif,0,leonelNoguera
h,2152,leonelNoguera
html,212,leonelNoguera
ico,0,leonelNoguera
ini,63,leonelNoguera
jar,0,leonelNoguera
java,4692,leonelNoguera
java_etc/NetBeansProjects/HerenciaUmlEJemplo/umlproject,0,leonelNoguera
java_etc/NetBeansProjects/SistemaFacturacion/umlproject,0,leonelNoguera
java_etc/NetBeansProjects/UmlPizzeria/apuntes,43,leonelNoguera
java_etc/NetBeansProjects/UmlPizzeria/umlproject,0,leonelNoguera
js,7593,leonelNoguera
json,1574,leonelNoguera
layout,171,leonelNoguera
map,10,leonelNoguera
md,31,leonelNoguera
mf,9,leonelNoguera
netbeans_automatic_build,0,leonelNoguera
netbeans_update_resources,0,leonelNoguera
o,0,leonelNoguera
pdf,0,leonelNoguera
php,112,leonelNoguera
png,0,leonelNoguera
properties,260,leonelNoguera
psc,1043,leonelNoguera
py,4311,leonelNoguera
pyc,0,leonelNoguera
svg,1790,leonelNoguera
ts,179,leonelNoguera
ttf,0,leonelNoguera
txt,1079,leonelNoguera
woff,0,leonelNoguera
woff2,0,leonelNoguera
xcf,0,leonelNoguera
xml,4542,leonelNoguera
zargo,0,leonelNoguera
zargo~,0,leonelNoguera
zip,0,leonelNoguera
0,13961,casjunior93
APACHE2,15,casjunior93
BSD,19,casjunior93
DS_Store,0,casjunior93
HTML5 e CSS3,1,casjunior93
JavaScript,1,casjunior93
MIT,24,casjunior93
babelrc,6,casjunior93
class,0,casjunior93
classpath,86,casjunior93
coffee,789,casjunior93
core/assumedExternalFilesCache,0,casjunior93
core/externalFilesCache,0,casjunior93
core/externalLibsTimeStamps,0,casjunior93
core/nonChainingJarsCache,0,casjunior93
css,4099,casjunior93
csv,318751,casjunior93
dat,0,casjunior93
db,4,casjunior93
editorconfig,23,casjunior93
eot,0,casjunior93
eslintignore,2,casjunior93
eslintrc,147,casjunior93
gen,0,casjunior93
gif,0,casjunior93
gitattributes,1,casjunior93
gitignore,42,casjunior93
history,54,casjunior93
history/0/207e49ead3a9001a1dabe81517d27682,9,casjunior93
history/0/80f72e6849ac001a1f54be8c371d880b,27,casjunior93
history/0/80f76ed554a8001a17b4d57717cb9e73,4,casjunior93
history/0/909dd1527da3001a1fe3ee92253d4152,6,casjunior93
history/0/e0e56b67e9a9001a1dabe81517d27682,0,casjunior93
history/0/f0c4cc8068a8001a12a2df31a87bb444,24,casjunior93
history/1/004e54824e96001a148cb265b998e421,17,casjunior93
history/1/30a70a984ba8001a17b4d57717cb9e73,26,casjunior93
history/1/409297d855a8001a17b4d57717cb9e73,22,casjunior93
history/1/809dd9133eac001a1f54be8c371d880b,15,casjunior93
history/1/900aa5d573a8001a12a2df31a87bb444,27,casjunior93
history/1/f02961116ba3001a1fe3ee92253d4152,0,casjunior93
history/10/30aa0759e0a2001a18b789c28af3d0ae,17,casjunior93
history/10/7084e3628fa3001a1fe3ee92253d4152,99,casjunior93
history/10/80fdc61cd6a9001a1dabe81517d27682,28,casjunior93
history/11/0080ffd86ca3001a1fe3ee92253d4152,42,casjunior93
history/11/00ab441f52a8001a17b4d57717cb9e73,27,casjunior93
history/11/1035e5304ca8001a17b4d57717cb9e73,25,casjunior93
history/11/10b87f5457ac001a1f54be8c371d880b,30,casjunior93
history/11/407ad33d7eab001a14d0a17ccded11de,20,casjunior93
history/11/50898280d8a9001a1dabe81517d27682,25,casjunior93
history/11/b080942b5dac001a1f54be8c371d880b,44,casjunior93
history/12/1046d80155ac001a1f54be8c371d880b,32,casjunior93
history/12/3012784f58ac001a1f54be8c371d880b,54,casjunior93
history/12/f063814b55ac001a1f54be8c371d880b,32,casjunior93
history/13/40b4b0a070a8001a12a2df31a87bb444,38,casjunior93
history/13/80b730c7029b001a1ef3e31b31412697,15,casjunior93
history/13/a006d9f7e4a2001a18b789c28af3d0ae,81,casjunior93
history/13/e0916dc895a3001a1fe3ee92253d4152,33,casjunior93
history/14/10f365e779a3001a1fe3ee92253d4152,0,casjunior93
history/14/30dfe87850ac001a1f54be8c371d880b,0,casjunior93
history/14/50367f334ba8001a17b4d57717cb9e73,13,casjunior93
history/15/10dfbf1845ac001a1f54be8c371d880b,33,casjunior93
history/15/c0f39148f5a8001a1f349067f0846daf,31,casjunior93
history/16/00b212354c96001a148cb265b998e421,11,casjunior93
history/16/103088c74aac001a1f54be8c371d880b,36,casjunior93
history/16/70aa206c51ac001a1f54be8c371d880b,47,casjunior93
history/16/c00b2ad9039b001a1ef3e31b31412697,23,casjunior93
history/17/00c89fabe4a2001a18b789c28af3d0ae,79,casjunior93
history/17/2003eeb4e1a2001a18b789c28af3d0ae,21,casjunior93
history/17/40bc16a0e0a2001a18b789c28af3d0ae,17,casjunior93
history/17/80a650d0dda2001a18b789c28af3d0ae,58,casjunior93
history/17/c0605f223dac001a1f54be8c371d880b,0,casjunior93
history/17/d08f6ff77ba3001a1fe3ee92253d4152,16,casjunior93
history/17/e01a3e68ff9a001a1ef3e31b31412697,15,casjunior93
history/17/f0efa388fd9a001a1ef3e31b31412697,21,casjunior93
history/18/10749d975096001a148cb265b998e421,12,casjunior93
history/18/20a8f4c664a8001a12a2df31a87bb444,0,casjunior93
history/18/90039679e9a9001a1dabe81517d27682,7,casjunior93
history/18/906652c251ac001a1f54be8c371d880b,21,casjunior93
history/18/90e5f4c196aa001a1ff5d2fbf4bfd931,26,casjunior93
history/18/a09591901ca9001a1f349067f0846daf,27,casjunior93
history/18/a0a8a9e27eab001a14d0a17ccded11de,21,casjunior93
history/18/e0984ee97fab001a14d0a17ccded11de,38,casjunior93
history/19/103184634ca8001a17b4d57717cb9e73,21,casjunior93
history/19/7056ce994cac001a1f54be8c371d880b,41,casjunior93
history/19/706c481b5196001a148cb265b998e421,21,casjunior93
history/19/b03f53c094a3001a1fe3ee92253d4152,7,casjunior93
history/19/e014568ae1a2001a18b789c28af3d0ae,19,casjunior93
history/19/f0a3d3e9039b001a1ef3e31b31412697,23,casjunior93
history/1a/30877f675c96001a148cb265b998e421,10,casjunior93
history/1a/706be99f56a8001a17b4d57717cb9e73,14,casjunior93
history/1a/70c86f5bfc9a001a1ef3e31b31412697,14,casjunior93
history/1a/90429a3555a8001a17b4d57717cb9e73,6,casjunior93
history/1a/b00a5d524dac001a1f54be8c371d880b,48,casjunior93
history/1b/1067d3894e96001a148cb265b998e421,17,casjunior93
history/1b/905e3438e8a2001a18b789c28af3d0ae,86,casjunior93
history/1c/203922fd14a9001a1f349067f0846daf,100,casjunior93
history/1c/40bdcae06ca3001a1fe3ee92253d4152,42,casjunior93
history/1c/700e6eab5396001a148cb265b998e421,20,casjunior93
history/1c/90254a94e1a2001a18b789c28af3d0ae,21,casjunior93
history/1c/e026c8f64aa8001a17b4d57717cb9e73,13,casjunior93
history/1d/30b44bee3eac001a1f54be8c371d880b,15,casjunior93
history/1d/703c5bbdd6a9001a1dabe81517d27682,29,casjunior93
history/1d/8003750857ac001a1f54be8c371d880b,28,casjunior93
history/1d/a0f4237f5996001a148cb265b998e421,18,casjunior93
history/1d/c093446583ab001a14d0a17ccded11de,10,casjunior93
history/1d/c0bfaafed6a9001a1dabe81517d27682,18,casjunior93
history/1d/d05a215f7bab001a14d0a17ccded11de,10,casjunior93
history/1e/00483b5fff9a001a1ef3e31b31412697,10,casjunior93
history/1e/00558508d7a9001a1dabe81517d27682,18,casjunior93
history/1e/300bd4915996001a148cb265b998e421,23,casjunior93
history/1e/a0bf0ffed3a9001a1dabe81517d27682,31,casjunior93
history/1e/c07ae4e9d3a9001a1dabe81517d27682,27,casjunior93
history/1f/40ffb51d71a3001a1fe3ee92253d4152,16,casjunior93
history/1f/80435b625b96001a148cb265b998e421,17,casjunior93
history/1f/d0c540f7e8a7001a18c9b21879cf6d05,18,casjunior93
history/2/10dd6d22e4a2001a18b789c28af3d0ae,9,casjunior93
history/2/20bb6313d6a9001a1dabe81517d27682,29,casjunior93
history/2/40df8937fc9a001a1ef3e31b31412697,14,casjunior93
history/2/40f867941dad001a1358a359ea0b0d43,46,casjunior93
history/2/60f82e6e5596001a148cb265b998e421,9,casjunior93
history/2/a02035ad1ca9001a1f349067f0846daf,28,casjunior93
history/20/10a6895d55a8001a17b4d57717cb9e73,9,casjunior93
history/20/e0e2f05151a8001a17b4d57717cb9e73,4,casjunior93
history/21/203101b9d6a9001a1dabe81517d27682,8,casjunior93
history/21/20b856fbe9a9001a1dabe81517d27682,30,casjunior93
history/21/4078fe544e96001a148cb265b998e421,17,casjunior93
history/21/50a75df652ac001a1f54be8c371d880b,30,casjunior93
history/21/8012f938e8a7001a18c9b21879cf6d05,16,casjunior93
history/21/a04d192cd7a9001a1dabe81517d27682,25,casjunior93
history/21/a08051fb5dac001a1f54be8c371d880b,44,casjunior93
history/22/20e7c1b65c96001a148cb265b998e421,11,casjunior93
history/22/80e94de27dab001a14d0a17ccded11de,15,casjunior93
history/22/a014dc7be6a2001a18b789c28af3d0ae,14,casjunior93
history/23/00f9f3db5496001a148cb265b998e421,11,casjunior93
history/23/409ee1be5bac001a1f54be8c371d880b,28,casjunior93
history/23/60a1708069a3001a1fe3ee92253d4152,25,casjunior93
history/23/c0492a7049a8001a17b4d57717cb9e73,10,casjunior93
history/23/d0628842e9a9001a1dabe81517d27682,0,casjunior93
history/24/800bd03548a8001a17b4d57717cb9e73,18,casjunior93
history/24/b0449bee47ac001a1f54be8c371d880b,35,casjunior93
history/25/708f9a97e9a2001a18b789c28af3d0ae,94,casjunior93
history/25/d052935370a3001a1fe3ee92253d4152,42,casjunior93
history/25/d0f537ca70a8001a12a2df31a87bb444,0,casjunior93
history/26/400f5bd857ac001a1f54be8c371d880b,43,casjunior93
history/26/70995f6fe8a2001a18b789c28af3d0ae,89,casjunior93
history/27/6002852296aa001a1ff5d2fbf4bfd931,4,casjunior93
history/27/a08dd66e1aa9001a1f349067f0846daf,16,casjunior93
history/27/b0ffc2c95cac001a1f54be8c371d880b,107,casjunior93
history/27/c0c905321ca9001a1f349067f0846daf,16,casjunior93
history/27/e00403313fac001a1f54be8c371d880b,95,casjunior93
history/28/00604b77d8a9001a1dabe81517d27682,25,casjunior93
history/28/205f179de7a7001a18c9b21879cf6d05,0,casjunior93
history/29/40aa6cc46da3001a1fe3ee92253d4152,4,casjunior93
history/29/5071d8725796001a148cb265b998e421,9,casjunior93
history/2a/0005d54352a8001a17b4d57717cb9e73,26,casjunior93
history/2a/204dd706009b001a1ef3e31b31412697,8,casjunior93
history/2a/20d50ba871a8001a12a2df31a87bb444,43,casjunior93
history/2a/50e4b09cd8a9001a1dabe81517d27682,25,casjunior93
history/2a/d04fbcfc8ca3001a1fe3ee92253d4152,0,casjunior93
history/2b/c004c7f37ca3001a1fe3ee92253d4152,23,casjunior93
history/2b/e0fe47401ca9001a1f349067f0846daf,27,casjunior93
history/2b/f01321f414a9001a1f349067f0846daf,4,casjunior93
history/2c/00157bf912a9001a1f349067f0846daf,32,casjunior93
history/2c/605a52e48da3001a1fe3ee92253d4152,95,casjunior93
history/2c/70c10568d4a9001a1dabe81517d27682,24,casjunior93
history/2c/80b083ccfc9a001a1ef3e31b31412697,18,casjunior93
history/2c/90d4018d5796001a148cb265b998e421,16,casjunior93
history/2d/007980aefd9a001a1ef3e31b31412697,22,casjunior93
history/2d/10babea7e0a2001a18b789c28af3d0ae,19,casjunior93
history/2d/d04364717ca3001a1fe3ee92253d4152,19,casjunior93
history/2e/00936ce257ac001a1f54be8c371d880b,46,casjunior93
history/2f/006e233e18a9001a1f349067f0846daf,93,casjunior93
history/2f/c0cc566451ac001a1f54be8c371d880b,16,casjunior93
history/3/00c4a3b747ac001a1f54be8c371d880b,33,casjunior93
history/3/105329c3e4a2001a18b789c28af3d0ae,9,casjunior93
history/3/40826a01f6a8001a1f349067f0846daf,6,casjunior93
history/3/803777e14cac001a1f54be8c371d880b,41,casjunior93
history/3/c0eef1c46ea8001a12a2df31a87bb444,25,casjunior93
history/30/405ec27fe0a2001a18b789c28af3d0ae,17,casjunior93
history/30/80c56d44f5a8001a1f349067f0846daf,0,casjunior93
history/30/900aabec8da3001a1fe3ee92253d4152,11,casjunior93
history/30/e0037ffe8ba3001a1fe3ee92253d4152,7,casjunior93
history/31/20681735dda2001a18b789c28af3d0ae,0,casjunior93
history/32/407dc7cc84ab001a14d0a17ccded11de,10,casjunior93
history/32/905d575e4bac001a1f54be8c371d880b,34,casjunior93
history/32/b029389974a3001a1fe3ee92253d4152,23,casjunior93
history/33/10530436d6a9001a1dabe81517d27682,19,casjunior93
history/33/40cb910d75a8001a12a2df31a87bb444,30,casjunior93
history/33/60db66cd51ac001a1f54be8c371d880b,21,casjunior93
history/33/80a3baf370a8001a12a2df31a87bb444,38,casjunior93
history/33/a0a4cac16ca3001a1fe3ee92253d4152,34,casjunior93
history/33/c0c9922c5796001a148cb265b998e421,0,casjunior93
history/34/402ca30bd6a9001a1dabe81517d27682,9,casjunior93
history/34/506ad1756ea3001a1fe3ee92253d4152,24,casjunior93
history/34/c0a8a6524bac001a1f54be8c371d880b,31,casjunior93
history/34/c0ba6c8e4d96001a148cb265b998e421,4,casjunior93
history/35/4015ca0155ac001a1f54be8c371d880b,32,casjunior93
history/35/401e00fae8a9001a1dabe81517d27682,29,casjunior93
history/37/408671f768a3001a1fe3ee92253d4152,23,casjunior93
history/37/40f0d16149ac001a1f54be8c371d880b,27,casjunior93
history/37/50a8da9d77a3001a1fe3ee92253d4152,25,casjunior93
history/37/60a1be48eaa7001a18c9b21879cf6d05,18,casjunior93
history/37/8004ea4c4ba8001a17b4d57717cb9e73,27,casjunior93
history/37/90f29591009b001a1ef3e31b31412697,10,casjunior93
history/38/30b14fd056ac001a1f54be8c371d880b,26,casjunior93
history/38/8010d6dd7ba3001a1fe3ee92253d4152,16,casjunior93
history/38/e0b3df4549ac001a1f54be8c371d880b,25,casjunior93
history/39/009d5a275cac001a1f54be8c371d880b,30,casjunior93
history/39/1000fbc196aa001a1ff5d2fbf4bfd931,14,casjunior93
history/39/50d789e1eaa9001a1dabe81517d27682,35,casjunior93
history/39/b0b49f0f1aa9001a1f349067f0846daf,0,casjunior93
history/39/d038f7af56a8001a17b4d57717cb9e73,15,casjunior93
history/3a/2054b2c514a9001a1f349067f0846daf,100,casjunior93
history/3a/80af63021ba9001a1f349067f0846daf,20,casjunior93
history/3a/a096268a56a8001a17b4d57717cb9e73,13,casjunior93
history/3a/d0238265d4a9001a1dabe81517d27682,18,casjunior93
history/3b/001bc51b8da3001a1fe3ee92253d4152,4,casjunior93
history/3b/206c5df590a3001a1fe3ee92253d4152,22,casjunior93
history/3b/60efea125396001a148cb265b998e421,11,casjunior93
history/3b/70b6d5aa64a8001a12a2df31a87bb444,7,casjunior93
history/3b/804fc1b13dac001a1f54be8c371d880b,95,casjunior93
history/3b/d028a3e4e5a2001a18b789c28af3d0ae,84,casjunior93
history/3c/208d5c2a6ea3001a1fe3ee92253d4152,10,casjunior93
history/3c/30a65ebf4aac001a1f54be8c371d880b,35,casjunior93
history/3c/a0ee4c4fe6a7001a18c9b21879cf6d05,13,casjunior93
history/3c/d0dd875347ac001a1f54be8c371d880b,32,casjunior93
history/3d/f0d5c4c76da3001a1fe3ee92253d4152,6,casjunior93
history/3d/f0dfdcd470a8001a12a2df31a87bb444,38,casjunior93
history/3e/20fcc46415a9001a1f349067f0846daf,98,casjunior93
history/3e/a09baf02d6a9001a1dabe81517d27682,7,casjunior93
history/3e/f042a003e0a2001a18b789c28af3d0ae,18,casjunior93
history/3f/502e3ce06ba3001a1fe3ee92253d4152,17,casjunior93
history/3f/60b0b7fd5296001a148cb265b998e421,10,casjunior93
history/3f/803eff3f4aa8001a17b4d57717cb9e73,15,casjunior93
history/3f/807109ab52ac001a1f54be8c371d880b,26,casjunior93
history/3f/9001a547e8a2001a18b789c28af3d0ae,87,casjunior93
history/3f/b04de7d414a9001a1f349067f0846daf,0,casjunior93
history/4/1064201a11a9001a1f349067f0846daf,26,casjunior93
history/4/60d9c64fdfa2001a18b789c28af3d0ae,60,casjunior93
history/4/a05c220a049b001a1ef3e31b31412697,26,casjunior93
history/40/20a01afdff9a001a1ef3e31b31412697,17,casjunior93
history/40/80c80b7e3fac001a1f54be8c371d880b,101,casjunior93
history/40/a08e131a18a9001a1f349067f0846daf,7,casjunior93
history/41/6028d78774a3001a1fe3ee92253d4152,33,casjunior93
history/41/900f793b49a8001a17b4d57717cb9e73,16,casjunior93
history/42/004ff312e4a2001a18b789c28af3d0ae,77,casjunior93
history/42/6088265674a8001a12a2df31a87bb444,29,casjunior93
history/43/1045c6c35c96001a148cb265b998e421,11,casjunior93
history/44/40f103c4eaa7001a18c9b21879cf6d05,18,casjunior93
history/44/80531cf73eac001a1f54be8c371d880b,15,casjunior93
history/44/90b9e9db6aa3001a1fe3ee92253d4152,33,casjunior93
history/45/009d1bc551a8001a17b4d57717cb9e73,25,casjunior93
history/45/00b2c3b495a3001a1fe3ee92253d4152,32,casjunior93
history/45/300d65244aa8001a17b4d57717cb9e73,18,casjunior93
history/45/506cf7913fac001a1f54be8c371d880b,101,casjunior93
history/45/c00f945fe9a2001a18b789c28af3d0ae,90,casjunior93
history/45/e00a2ff9fb9a001a1ef3e31b31412697,12,casjunior93
history/46/00091e3e48ac001a1f54be8c371d880b,5,casjunior93
history/46/50384ea57dab001a14d0a17ccded11de,10,casjunior93
history/46/70448e6748a8001a17b4d57717cb9e73,19,casjunior93
history/47/60f2c33349a8001a17b4d57717cb9e73,19,casjunior93
history/47/7084aea796aa001a1ff5d2fbf4bfd931,82,casjunior93
history/48/c04de5565b96001a148cb265b998e421,4,casjunior93
history/48/c0fdb65956a8001a17b4d57717cb9e73,9,casjunior93
history/48/d00423f97ea3001a1fe3ee92253d4152,6,casjunior93
history/48/d0dab6274ba8001a17b4d57717cb9e73,13,casjunior93
history/48/e0c4f16c16a9001a1f349067f0846daf,12,casjunior93
history/49/10f237f4eaa9001a1dabe81517d27682,35,casjunior93
history/49/3022ba4c7dab001a14d0a17ccded11de,7,casjunior93
history/49/80e863b255a8001a17b4d57717cb9e73,10,casjunior93
history/49/d070653288a3001a1fe3ee92253d4152,16,casjunior93
history/49/e0eae4e346ac001a1f54be8c371d880b,20,casjunior93
history/4a/2021eb6d019b001a1ef3e31b31412697,29,casjunior93
history/4a/40d9ee9ce9a2001a18b789c28af3d0ae,20,casjunior93
history/4a/70eb23fcfc9a001a1ef3e31b31412697,18,casjunior93
history/4a/a0bff51948ac001a1f54be8c371d880b,0,casjunior93
history/4a/f07dd6865296001a148cb265b998e421,4,casjunior93
history/4b/10f771544b96001a148cb265b998e421,0,casjunior93
history/4b/504c0fe58ea3001a1fe3ee92253d4152,9,casjunior93
history/4b/e0da42b3d6a9001a1dabe81517d27682,9,casjunior93
history/4b/f0c7d4bf4e96001a148cb265b998e421,17,casjunior93
history/4c/1087d0db7ca3001a1fe3ee92253d4152,19,casjunior93
history/4c/d0a890006ba3001a1fe3ee92253d4152,33,casjunior93
history/4d/00f9db41fd9a001a1ef3e31b31412697,18,casjunior93
history/4d/6033bd3757ac001a1f54be8c371d880b,30,casjunior93
history/4d/604882bd55a8001a17b4d57717cb9e73,22,casjunior93
history/4d/70161c3fe4a2001a18b789c28af3d0ae,77,casjunior93
history/4e/109a1ae0fb9a001a1ef3e31b31412697,9,casjunior93
history/4e/30f513995596001a148cb265b998e421,9,casjunior93
history/4e/a0eec95c4ca8001a17b4d57717cb9e73,18,casjunior93
history/4e/c09d7d336ba3001a1fe3ee92253d4152,6,casjunior93
history/4f/b0e77e9282ab001a14d0a17ccded11de,0,casjunior93
history/4f/d03fb00d7fa3001a1fe3ee92253d4152,27,casjunior93
history/4f/e0314482e8a7001a18c9b21879cf6d05,17,casjunior93
history/5/20c265ebe7a7001a18c9b21879cf6d05,10,casjunior93
history/5/708695eb70a8001a12a2df31a87bb444,4,casjunior93
history/5/f06c882669a3001a1fe3ee92253d4152,23,casjunior93
history/50/40115f631aa9001a1f349067f0846daf,15,casjunior93
history/50/d0148a8c95aa001a1ff5d2fbf4bfd931,6,casjunior93
history/50/d07a0bc296aa001a1ff5d2fbf4bfd931,8,casjunior93
history/50/f0e8684e54ac001a1f54be8c371d880b,31,casjunior93
history/51/30196e56019b001a1ef3e31b31412697,18,casjunior93
history/51/50a3986618a9001a1f349067f0846daf,24,casjunior93
history/51/c0e82593fd9a001a1ef3e31b31412697,22,casjunior93
history/52/803333ad5296001a148cb265b998e421,8,casjunior93
history/52/e08570b56ba3001a1fe3ee92253d4152,13,casjunior93
history/53/b0425f6f95a3001a1fe3ee92253d4152,34,casjunior93
history/54/005ea47d95a3001a1fe3ee92253d4152,35,casjunior93
history/54/301da6ae55a8001a17b4d57717cb9e73,10,casjunior93
history/54/3043aa515996001a148cb265b998e421,4,casjunior93
history/54/8076c3f669a3001a1fe3ee92253d4152,7,casjunior93
history/54/d005e35911a9001a1f349067f0846daf,8,casjunior93
history/56/00b0b0cf6ca3001a1fe3ee92253d4152,38,casjunior93
history/56/70f74f8c5c96001a148cb265b998e421,10,casjunior93
history/56/c0c12fe470a8001a12a2df31a87bb444,4,casjunior93
history/57/c0ae4fa75bac001a1f54be8c371d880b,23,casjunior93
history/58/10583ae9d3a9001a1dabe81517d27682,14,casjunior93
history/58/5004cc0072a8001a12a2df31a87bb444,0,casjunior93
history/58/7053f8feeaa9001a1dabe81517d27682,35,casjunior93
history/58/d060f1705bac001a1f54be8c371d880b,64,casjunior93
history/59/3081f38dd7a9001a1dabe81517d27682,21,casjunior93
history/59/808209555396001a148cb265b998e421,16,casjunior93
history/5a/302e390d5196001a148cb265b998e421,20,casjunior93
history/5a/c00ee1e350ac001a1f54be8c371d880b,5,casjunior93
history/5a/d0323f784ca8001a17b4d57717cb9e73,22,casjunior93
history/5a/e0712ba77fab001a14d0a17ccded11de,35,casjunior93
history/5b/10e704fa65a8001a12a2df31a87bb444,23,casjunior93
history/5b/3072456e80ab001a14d0a17ccded11de,53,casjunior93
history/5b/60c714286ba3001a1fe3ee92253d4152,4,casjunior93
history/5b/906b133e5896001a148cb265b998e421,17,casjunior93
history/5b/90b9fb347fab001a14d0a17ccded11de,24,casjunior93
history/5b/f055e4b412a9001a1f349067f0846daf,31,casjunior93
history/5b/f0edc6eee9a9001a1dabe81517d27682,95,casjunior93
history/5c/503d42d05596001a148cb265b998e421,13,casjunior93
history/5c/50d56ea947ac001a1f54be8c371d880b,32,casjunior93
history/5c/901a01c296aa001a1ff5d2fbf4bfd931,9,casjunior93
history/5c/b0845bf049a8001a17b4d57717cb9e73,5,casjunior93
history/5c/c054db916ba3001a1fe3ee92253d4152,13,casjunior93
history/5c/e0561ae05dac001a1f54be8c371d880b,115,casjunior93
history/5d/10910bc549a8001a17b4d57717cb9e73,5,casjunior93
history/5d/50b4523cd6a9001a1dabe81517d27682,32,casjunior93
history/5d/a0c9dbbe8ea3001a1fe3ee92253d4152,0,casjunior93
history/5d/c021b85b70a3001a1fe3ee92253d4152,19,casjunior93
history/5d/c07e5b8711a9001a1f349067f0846daf,8,casjunior93
history/5d/c0b1b80348ac001a1f54be8c371d880b,35,casjunior93
history/5e/203004c790a3001a1fe3ee92253d4152,21,casjunior93
history/5e/3035180c4e96001a148cb265b998e421,9,casjunior93
history/5f/207507ca7ca3001a1fe3ee92253d4152,14,casjunior93
history/5f/8058c3a552ac001a1f54be8c371d880b,27,casjunior93
history/5f/a0a0056e5dac001a1f54be8c371d880b,112,casjunior93
history/5f/c01ffa445996001a148cb265b998e421,0,casjunior93
history/5f/c0993c9670a3001a1fe3ee92253d4152,0,casjunior93
history/5f/d05474f4e7a7001a18c9b21879cf6d05,13,casjunior93
history/6/f01344cae5a7001a18c9b21879cf6d05,14,casjunior93
history/60/10b601d0d6a9001a1dabe81517d27682,19,casjunior93
history/60/30afe3937fab001a14d0a17ccded11de,31,casjunior93
history/60/508392aff5a8001a1f349067f0846daf,4,casjunior93
history/60/b09d8af0e8a2001a18b789c28af3d0ae,16,casjunior93
history/60/c040b16f1ba9001a1f349067f0846daf,21,casjunior93
